"id_odsp","id_event","sort_order","time","text","event_type","event_type2","side","event_team","opponent","player","player2","player_in","player_out","shot_place","shot_outcome","is_goal","location","bodypart","assist_method","situation","fast_break"
"jynfijxO/","jynfijxO14",14,18,"Offside, Nantes. Adryan tries a through ball, but Emiliano Sala is caught offside.","Offside","Failed through ball","Home","Nantes","GFC Ajaccio","emiliano sala","adryan",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"bid4JRij/","bid4JRij97",97,85,"Riccardo Meggiorini (Chievo) is shown the red card.","Red card","Sending off","Away","Chievo Verona","Udinese","riccardo meggiorini",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"CCi8Gyqr/","CCi8Gyqr46",46,45,"Hand ball by VA­ctor Alvarez (Espanyol).","Hand ball",NA,"Away","Espanyol","Real Valladolid","victor alvarez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"C88uY13B/","C88uY13B6",6,5,"Pepe (Real Madrid) wins a free kick on the right wing.","Free kick won",NA,"Away","Real Madrid","Real Zaragoza","pepe",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"joNKRkpA/","joNKRkpA18",18,12,"Vasiliy Pryima (Frosinone) wins a free kick in the defensive half.","Free kick won",NA,"Away","Frosinone","Hellas Verona","vasiliy pryima",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"jFOvm1p1/","jFOvm1p159",59,46,"Attempt missed. Miralem Pjanic (Juventus) right footed shot from outside the box is close, but misses to the left. Assisted by Mario Mandzukic.","Attempt","Key Pass","Away","Juventus","Genoa","miralem pjanic","mario mandzukic",NA,NA,"Misses to the left","Off target",0,"Outside the box","right foot","Pass","Open play",0
"Y1QPVRsq/","Y1QPVRsq105",105,90,"Kwadwo Asamoah (Juventus) wins a free kick in the defensive half.","Free kick won",NA,"Home","Juventus","Hellas Verona","kwadwo asamoah",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"WIBnU1mG/","WIBnU1mG57",57,56,"Etienne Capoue (Tottenham Hotspur) wins a free kick in the defensive half.","Free kick won",NA,"Home","Tottenham","Southampton","etienne capoue",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"zgVowLdC/","zgVowLdC86",86,80,"Attempt missed. Ibai GA³mez (Athletic Club) right footed shot from the centre of the box is high and wide to the right. Assisted by Eraso with a headed pass.","Attempt","Key Pass","Home","Athletic Bilbao","Barcelona","ibai gomez","eraso",NA,NA,"High and wide","Off target",0,"Centre of the box","right foot","Headed pass","Open play",0
"8x2t3WD2/","8x2t3WD2111",111,90,"Foul by Stefan Kutschke (SC Paderborn 07).","Foul",NA,"Away","SC Paderborn","Mainz","stefan kutschke",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"hhfGbRC1/","hhfGbRC177",77,80,"Foul by Divock Origi (Lille).","Foul",NA,"Home","Lille","St Etienne","divock origi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"G8dRrIpk/","G8dRrIpk21",21,23,"Attempt missed. Jean-Christophe Bahebeck (Troyes) header from the left side of the six yard box is close, but misses to the left. Assisted by StA©phane Darbion with a cross following a corner.","Attempt","Key Pass","Home","Troyes","Bordeaux","jeanchristophe bahebeck","stephane darbion",NA,NA,"Misses to the left","Off target",0,"Left side of the six yard box","head","Cross","Corner",0
"0GvFEVJf/","0GvFEVJf70",70,90,"Attempt missed. Nemanja Vidic (Manchester United) header from the centre of the box is just a bit too high. Assisted by Wayne Rooney with a cross.","Attempt","Key Pass","Home","Manchester Utd","Tottenham","nemanja vidic","wayne rooney",NA,NA,"Bit too high","Off target",0,"Centre of the box","head","Cross","Open play",0
"fkI6k84F/","fkI6k84F52",52,53,"Djibril Sidibe (Lille) wins a free kick in the defensive half.","Free kick won",NA,"Away","Lille","Nice","djibril sidibe",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"Q3yGfow7/","Q3yGfow773",73,63,"Javi LA³pez (Espanyol) is shown the yellow card.","Yellow card",NA,"Away","Espanyol","Barcelona","javi lopez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"GE63TKu2/","GE63TKu241",41,33,"Robert Lewandowski (Borussia Dortmund) wins a free kick in the attacking half.","Free kick won",NA,"Away","Borussia Dortmund","SC Freiburg","robert lewandowski",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"OzPGsCbm/","OzPGsCbm84",84,75,"Per Skjelbred (Hertha Berlin) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","Hertha Berlin","Eintracht Frankfurt","per skjelbred",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"Qu4MjwRo/","Qu4MjwRo96",96,82,"Corner,  Catania. Conceded by Mobido DiakitA©.","Corner",NA,"Away","Catania","Lazio","mobido diakita©","mobido diakita©",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"4SRaDdgh/","4SRaDdgh7",7,7,"Attempt blocked. Eder (Sampdoria) right footed shot from the centre of the box is blocked.","Attempt",NA,"Home","Sampdoria","Empoli","eder",NA,NA,NA,"Blocked","Blocked",0,"Centre of the box","right foot","None","Open play",0
"l2ftES1R/","l2ftES1R6",6,6,"Jaba Kankava (Reims) is shown the yellow card for a bad foul.","Yellow card",NA,"Home","Stade de Reims","Nantes","jaba kankava",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"hAJvMsKO/","hAJvMsKO27",27,26,"Lorenzo Crisetig (Bologna) wins a free kick in the attacking half.","Free kick won",NA,"Away","Bologna","Lazio","lorenzo crisetig",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"hGzoTerm/","hGzoTerm92",92,85,"Lars Stindl (Borussia Monchengladbach) wins a free kick in the attacking half.","Free kick won",NA,"Away","Borussia Monchengladbach","TSG Hoffenheim","lars stindl",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"2yY57aiR/","2yY57aiR60",60,55,"Attempt missed. Javad Nekounam (Osasuna) left footed shot from outside the box is close, but misses to the right.","Attempt",NA,"Home","Osasuna","Real Madrid","javad nekounam",NA,NA,NA,"Misses to the right","Off target",0,"Outside the box","left foot","None","Open play",0
"0A39ahem/","0A39ahem11",11,6,"Foul by Souleymane Diawara (Marseille).","Foul",NA,"Away","Marseille","Bordeaux","souleymane diawara",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"2w61cWPD/","2w61cWPD23",23,17,"Foul by Christopher Nothe (SpVgg Greuther Furth).","Foul",NA,"Home","SpVgg Greuther Furth","Mainz","christopher nothe",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"rDkCyiFc/","rDkCyiFc95",95,71,"Archimede Morleo (Bologna) wins a free kick in the defensive half.","Free kick won",NA,"Away","Bologna","Cagliari","archimede morleo",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"MgbYX6dp/","MgbYX6dp97",97,74,"Corner,  Marseille. Conceded by Alexis ThA©baux.","Corner",NA,"Away","Marseille","Caen","alexis tha©baux","alexis tha©baux",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"2cQoNwRn/","2cQoNwRn114",114,84,"Foul by Sebastian Prodl (SV Werder Bremen).","Foul",NA,"Home","Werder Bremen","Bayer Leverkusen","sebastian prodl",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"UNCSWsnJ/","UNCSWsnJ12",12,14,"Angelo Palombo (Sampdoria) wins a free kick in the defensive half.","Free kick won",NA,"Away","Sampdoria","Napoli","angelo palombo",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"UX7WGxzN/","UX7WGxzN24",24,27,"Attempt missed. Eric Bautheac (Nice) left footed shot from the right side of the box is high and wide to the left. Assisted by Carlos Eduardo.","Attempt","Key Pass","Home","Nice","Guingamp","eric bautheac","carlos eduardo",NA,NA,"High and wide","Off target",0,"Right side of the box","left foot","Pass","Open play",0
"v3yYjVgi/","v3yYjVgi103",103,80,"Javier Pinola (1. FC Nurnberg) is shown the red card.","Red card","Sending off","Home","Nurnberg","Eintracht Frankfurt","javier pinola",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"zVDLe1f8/","zVDLe1f873",73,66,"Oscar Ewolo (Brest) wins a free kick in the defensive half.","Free kick won",NA,"Away","Brest","Stade Rennes","oscar ewolo",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"xSl5lMKE/","xSl5lMKE50",50,47,"Foul by Maxime Poundje (Bordeaux).","Foul",NA,"Away","Bordeaux","Marseille","maxime poundje",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"nevNQfTh/","nevNQfTh81",81,70,"Cedric Makiadi (SC Freiburg) is shown the yellow card for a bad foul.","Yellow card",NA,"Away","SC Freiburg","TSG Hoffenheim","cedric makiadi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"C4oU07sj/","C4oU07sj67",67,62,"Morales (Levante) wins a free kick in the defensive half.","Free kick won",NA,"Home","Levante","Valencia","morales",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"SG2Nw0st/","SG2Nw0st95",95,70,"Attempt blocked. Alberto Aquilani (Milan) left footed shot from the centre of the box is blocked.","Attempt",NA,"Away","AC Milan","Lecce","alberto aquilani",NA,NA,NA,"Blocked","Blocked",0,"Centre of the box","left foot","None","Open play",0
"KthHHXvg/","KthHHXvg68",68,62,"Foul by RubA©n PA©rez (Getafe).","Foul",NA,"Home","Getafe","Villarreal","ruben perez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0EwGmTWh/","0EwGmTWh7",7,9,"Attempt missed. Gareth Bale (Real Madrid) left footed shot from the left side of the box is too high. Assisted by Danilo.","Attempt","Key Pass","Home","Real Madrid","Levante","gareth bale","danilo",NA,NA,"Too high","Off target",0,"Left side of the box","left foot","Pass","Open play",0
"IyPckvX4/","IyPckvX435",35,34,"Attempt missed. David Pizarro (Fiorentina) right footed shot from outside the box misses to the left. Assisted by Rafal Wolski.","Attempt","Key Pass","Home","Fiorentina","Sassuolo","david pizarro","rafal wolski",NA,NA,"Misses to the left","Off target",0,"Outside the box","right foot","Pass","Open play",0
"t6Z8aNr8/","t6Z8aNr892",92,77,"Jaime Romero (Granada CF) wins a free kick in the attacking half.","Free kick won",NA,"Home","Granada","Real Sociedad","jaime romero",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"byCEkpwK/","byCEkpwK22",22,22,"Foul by Nacho (Rayo Vallecano).","Foul",NA,"Away","Rayo Vallecano","Sporting Gijon","nacho",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"6mp16cai/","6mp16cai121",121,86,"Foul by Alessio Cerci (Milan).","Foul",NA,"Away","AC Milan","Udinese","alessio cerci",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"vFgWEj5n/","vFgWEj5n29",29,21,"Foul by Konstantinos Stafylidis (FC Augsburg).","Foul",NA,"Away","FC Augsburg","Eintracht Frankfurt","konstantinos stafylidis",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"WCdNaz61/","WCdNaz6120",20,21,"Attempt missed. Florian Raspentino (Caen) right footed shot from outside the box is close, but misses to the left. Assisted by Julien FA©ret.","Attempt","Key Pass","Home","Caen","Lille","florian raspentino","julien feret",NA,NA,"Misses to the left","Off target",0,"Outside the box","right foot","Pass","Open play",0
"KlavKuCR/","KlavKuCR35",35,31,"Mathieu Peybernes (Bastia) wins a free kick in the defensive half.","Free kick won",NA,"Away","Bastia","Stade de Reims","mathieu peybernes",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"bZ02TNcH/","bZ02TNcH14",14,20,"Daniele Baselli (Atalanta) wins a free kick in the defensive half.","Free kick won",NA,"Away","Atalanta","Udinese","daniele baselli",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"lMvFrPwq/","lMvFrPwq60",60,72,"Corner,  Chelsea. Conceded by Craig Dawson.","Corner",NA,"Away","Chelsea","West Brom","craig dawson","craig dawson",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"f9i23dk0/","f9i23dk07",7,4,"Attempt blocked. Emiliano Armenteros (Rayo Vallecano) left footed shot from outside the box is blocked.","Attempt",NA,"Home","Rayo Vallecano","Real Madrid","emiliano armenteros",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","left foot","None","Open play",0
"E5q3BGcp/","E5q3BGcp47",47,61,"Substitution, Caen. Lenny Nangis replaces Julien FA©ret.","Substitution",NA,"Home","Caen","Metz",NA,NA,"julien feret","julien fa©ret",NA,NA,0,NA,NA,"None",NA,0
"l2Iyss7B/","l2Iyss7B16",16,15,"Foul by Nicolas Burdisso (Genoa).","Foul",NA,"Away","Genoa","Sampdoria","nicolas burdisso",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"O2X21oMi/","O2X21oMi29",29,21,"Offside, AtlA©tico de Madrid. David Villa tries a through ball, but Diego Costa is caught offside.","Offside","Failed through ball","Away","Atletico Madrid","Levante","diego costa","david villa",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"MyUhOfjn/","MyUhOfjn68",68,73,"Substitution, Bordeaux. Valentin Vada replaces Abdou TraorA©.","Substitution",NA,"Home","Bordeaux","Marseille",NA,NA,"abdou traore","abdou traora©",NA,NA,0,NA,NA,"None",NA,0
"2cRbSamh/","2cRbSamh116",116,90,"Foul by Gianluca Musacci (Parma).","Foul",NA,"Home","Parma","Catania","gianluca musacci",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"ML73pIMS/","ML73pIMS74",74,90,"Celso Borges (Deportivo de La CoruA±a) wins a free kick in the attacking half.","Free kick won",NA,"Away","Deportivo La Coruna","Malaga","celso borges",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"0QoOErV4/","0QoOErV4109",109,90,"Corner,  Eintracht Frankfurt. Conceded by Ibrahima Traore.","Corner",NA,"Home","Eintracht Frankfurt","Borussia Monchengladbach","ibrahima traore","ibrahima traore",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"txi4EyCd/","txi4EyCd75",75,60,"Corner,  Borussia Monchengladbach. Conceded by Markus Suttner.","Corner",NA,"Home","Borussia Monchengladbach","FC Ingolstadt 04","markus suttner","markus suttner",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"YBPD5ZUB/","YBPD5ZUB40",40,44,"Corner,  Swansea City. Conceded by Michael Keane.","Corner",NA,"Away","Swansea","Burnley","michael keane",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"xM1rssyP/","xM1rssyP19",19,16,"Corner,  Real Sociedad. Conceded by Hugo Mallo.","Corner",NA,"Home","Real Sociedad","Celta Vigo","hugo mallo","hugo mallo",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"SUlIE4kR/","SUlIE4kR37",37,43,"Augusto FernA¡ndez (Celta de Vigo) is shown the yellow card for a bad foul.","Yellow card",NA,"Home","Celta Vigo","Rayo Vallecano","augusto fernandez",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"G4K8d16i/","G4K8d16i19",19,17,"Muniain (Athletic Club) wins a free kick in the defensive half.","Free kick won",NA,"Home","Athletic Bilbao","Villarreal","muniain",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"WQ8wQcs9/","WQ8wQcs917",17,10,"Foul by Jo-Gook Jung (Nancy).","Foul",NA,"Home","AS Nancy Lorraine","Nice","jogook jung",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"69TXbbJ8/","69TXbbJ882",82,83,"Attempt blocked. Daniel Caligiuri (SC Freiburg) left footed shot from the left side of the box is blocked. Assisted by Max Kruse.","Attempt","Key Pass","Away","SC Freiburg","Bayern Munich","daniel caligiuri","max kruse",NA,NA,"Blocked","Blocked",0,"Left side of the box","left foot","Pass","Open play",0
"zD3l6m7S/","zD3l6m7S18",18,17,"Foul by Daniel Caligiuri (VfL Wolfsburg).","Foul",NA,"Away","VfL Wolfsburg","TSG Hoffenheim","daniel caligiuri",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"rJbngwA7/","rJbngwA752",52,59,"Substitution      Substitution, Everton. Romelu Lukaku replaces Leon Osman.","Substitution",NA,"Home","Everton","West Ham",NA,NA,"romelu lukaku","leon osman",NA,NA,0,NA,NA,"None",NA,0
"4Yb0ORcB/","4Yb0ORcB34",34,41,"Maximilian Arnold (VfL Wolfsburg) wins a free kick in the defensive half.","Free kick won",NA,"Away","VfL Wolfsburg","Hertha Berlin","maximilian arnold",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"StmFxfMK/","StmFxfMK53",53,53,"James McArthur (Crystal Palace) wins a free kick on the right wing.","Free kick won",NA,"Home","Crystal Palace","Aston Villa","james mcarthur",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"d6pSHaIs/","d6pSHaIs7",7,15,"Foul by Youssef El-Arabi (Granada CF).","Foul",NA,"Home","Granada","Rayo Vallecano","youssef elarabi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"tMDRTvC6/","tMDRTvC6100",100,78,"Foul by Mehdi Lacen (Getafe).","Foul",NA,"Home","Getafe","Real Zaragoza","mehdi lacen",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"phdntxHi/","phdntxHi33",33,41,"Eden Hazard (Chelsea) wins a free kick in the attacking half.","Free kick won",NA,"Away","Chelsea","West Ham","eden hazard",NA,NA,NA,NA,NA,0,"Attacking half",NA,"None",NA,0
"EL5jVCOR/","EL5jVCOR60",60,55,"Foul by Mesut Ozil (Arsenal).","Foul",NA,"Away","Arsenal","Manchester Utd","mesut ozil",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"K0Nb0tSP/","K0Nb0tSP43",43,48,"Thiago Alcantara (FC Bayern Munchen) wins a free kick on the left wing.","Free kick won",NA,"Away","Bayern Munich","FC Cologne","thiago alcantara",NA,NA,NA,NA,NA,0,"Left wing",NA,"None",NA,0
"d0BLVgJu/","d0BLVgJu75",75,71,"Corner,  Barcelona. Conceded by Ricardo Costa.","Corner",NA,"Home","Barcelona","Valencia","ricardo costa","ricardo costa",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"GfHYFLvA/","GfHYFLvA57",57,56,"Goal!  Parma 1, Roma 1. Paolo De Ceglie (Parma) header from the centre of the box to the high centre of the goal. Assisted by Francesco Lodi with a cross following a corner.","Attempt","Key Pass","Home","Parma","AS Roma","paolo de ceglie","francesco lodi",NA,NA,NA,"On target",1,"Centre of the box","head","Cross","Corner",0
"d0BLVgJu/","d0BLVgJu81",81,76,"Offside, Valencia CF. Sofiane Feghouli tries a through ball, but Eduardo Vargas is caught offside.","Offside","Failed through ball","Away","Valencia","Barcelona","eduardo vargas","sofiane feghouli",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"x2wDUssK/","x2wDUssK13",13,16,"Attempt missed. Matthias Ostrzolek (FC Augsburg) right footed shot from outside the box is high and wide to the right. Assisted by Jan Moravek.","Attempt","Key Pass","Away","FC Augsburg","Borussia Monchengladbach","matthias ostrzolek","jan moravek",NA,NA,"High and wide","Off target",0,"Outside the box","right foot","Pass","Open play",0
"px6UuiTm/","px6UuiTm80",80,81,"Foul by Alessandro Frara (Frosinone).","Foul",NA,"Away","Frosinone","Fiorentina","alessandro frara",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"0lIQADr6/","0lIQADr643",43,63,"Substitution, Real Madrid. JesA© replaces Isco.","Substitution",NA,"Away","Real Madrid","Malaga",NA,NA,"jese","isco",NA,NA,0,NA,NA,"None",NA,0
"p0TbmSEK/","p0TbmSEK80",80,70,"Blaise Matuidi (Paris Saint Germain) is shown the yellow card for a bad foul.","Yellow card",NA,"Home","Paris Saint-Germain","Montpellier","blaise matuidi",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"SjxW3Gxh/","SjxW3Gxh43",43,46,"Lucas Moura (Paris Saint Germain) wins a free kick on the right wing.","Free kick won",NA,"Away","Paris Saint-Germain","Lyon","lucas moura",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"4OkGDaBp/","4OkGDaBp60",60,74,"Foul by Jesse Lingard (Manchester United).","Foul",NA,"Away","Manchester Utd","Norwich City","jesse lingard",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"zwhjOjUB/","zwhjOjUB48",48,52,"Foul by Milan Bisevac (Paris Saint Germain).","Foul",NA,"Away","Paris Saint-Germain","Brest","milan bisevac",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"b7VIGCi8/","b7VIGCi895",95,90,"Foul by Youssouf Hadji (Rennes).","Foul",NA,"Home","Stade Rennes","Montpellier","youssouf hadji",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"n7HuEQQB/","n7HuEQQB48",48,44,"Corner,  Rennes. Conceded by KA©vin ThA©ophile-Catherine.","Corner",NA,"Away","Stade Rennes","St Etienne","ka©vin tha©ophilecatherine","ka©vin tha©ophilecatherine",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"4rOHvHR6/","4rOHvHR6105",105,90,"Attempt saved. Federico FernA¡ndez (Napoli) left footed shot from the centre of the box is saved in the bottom right corner. Assisted by Lorenzo Insigne with a cross.","Attempt","Key Pass","Away","Napoli","Juventus","federico fernandez","lorenzo insigne",NA,NA,"Bottom right corner","On target",0,"Centre of the box","left foot","Cross","Open play",0
"C0cJBx2A/","C0cJBx2A66",66,69,"Substitution, Monaco. Lucas Ocampos replaces Yannick Ferreira-Carrasco.","Substitution",NA,"Away","AS Monaco","Valenciennes",NA,NA,"lucas ocampos","yannick ferreiracarrasco",NA,NA,0,NA,NA,"None",NA,0
"pOvhs1Lm/","pOvhs1Lm38",38,39,"Corner,  Borussia Monchengladbach. Conceded by Leon Goretzka.","Corner",NA,"Away","Borussia Monchengladbach","Schalke 04","leon goretzka","leon goretzka",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"rVdQ2vDp/","rVdQ2vDp89",89,90,"Foul by Tobias Levels (FC Ingolstadt 04).","Foul",NA,"Home","FC Ingolstadt 04","Hertha Berlin","tobias levels",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"bsqsbG6l/","bsqsbG6l74",74,79,"Substitution      Substitution, Tottenham Hotspur. Clinton N'Jie replaces Dele Alli.","Substitution",NA,"Away","Tottenham","West Brom",NA,NA,"clinton njie","dele alli",NA,NA,0,NA,NA,"None",NA,0
"4d7usQkn/","4d7usQkn115",115,79,"Attempt missed. Stefan Kutschke (VfL Wolfsburg) header from the centre of the box misses to the left. Assisted by Ivan Perisic with a cross.","Attempt","Key Pass","Home","VfL Wolfsburg","TSV Eintracht Braunschweig","stefan kutschke","ivan perisic",NA,NA,"Misses to the left","Off target",0,"Centre of the box","head","Cross","Open play",0
"hOriuL0h/","hOriuL0h4",4,5,"Radja Nainggolan (Roma) wins a free kick in the defensive half.","Free kick won",NA,"Away","AS Roma","Torino","radja nainggolan",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"WlGgmlg4/","WlGgmlg476",76,66,"Substitution, Roma. Antonio RA¼diger replaces Leandro CastA¡n.","Substitution",NA,"Home","AS Roma","Hellas Verona",NA,NA,"leandro castan","leandro casta¡n",NA,NA,0,NA,NA,"None",NA,0
"UmO9I2YB/","UmO9I2YB29",29,34,"Aritz Elustondo (Real Sociedad) wins a free kick in the defensive half.","Free kick won",NA,"Away","Real Sociedad","Barcelona","aritz elustondo",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"fwxzvXUF/","fwxzvXUF44",44,43,"Attempt blocked. Tom Huddlestone (Hull City) right footed shot from outside the box is blocked.","Attempt",NA,"Home","Hull","Sunderland","tom huddlestone",NA,NA,NA,"Blocked","Blocked",0,"Outside the box","right foot","None","Open play",0
"fgz1QS5O/","fgz1QS5O76",76,91,"Attempt missed. Olivier Giroud (Arsenal) header from the centre of the box misses to the left. Assisted by Hector Bellerin with a cross.","Attempt","Key Pass","Home","Arsenal","Everton","olivier giroud","hector bellerin",NA,NA,"Misses to the left","Off target",0,"Centre of the box","head","Cross","Open play",0
"2ZBZj3sE/","2ZBZj3sE68",68,54,"Foul by Marcelo Brozovic (Inter Milan).","Foul",NA,"Home","Internazionale","Palermo","marcelo brozovic",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"rizzLNJ6/","rizzLNJ631",31,45,"Substitution, Hannover. Jan Schlaudraff replaces Sebastien Pocognoli.","Substitution",NA,"Away","Hannover 96","Borussia Monchengladbach",NA,NA,"jan schlaudraff","sebastien pocognoli",NA,NA,0,NA,NA,"None",NA,0
"2iypp4WJ/","2iypp4WJ57",57,59,"Attempt saved. Baptiste Santamaria (Angers) right footed shot from outside the box is saved in the bottom left corner. Assisted by Kevin Berigaud.","Attempt","Key Pass","Home","Angers","Bordeaux","baptiste santamaria","kevin berigaud",NA,NA,"Bottom left corner","On target",0,"Outside the box","right foot","Pass","Open play",0
"vD8L5V9H/","vD8L5V9H77",77,75,"Franco Vazquez (Sevilla) wins a free kick on the right wing.","Free kick won",NA,"Home","Sevilla","Atletico Madrid","franco vazquez",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
"xSUI8aPC/","xSUI8aPC37",37,39,"Corner,  Caen. Conceded by Christopher Glombard.","Corner",NA,"Home","Caen","Stade de Reims","christopher glombard","christopher glombard",NA,NA,NA,NA,0,NA,NA,"None",NA,0
"nukAHnol/","nukAHnol29",29,31,"Foul by Dwight Gayle (Crystal Palace).","Foul",NA,"Home","Crystal Palace","West Ham","dwight gayle",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"hb50cbge/","hb50cbge58",58,58,"Carlos Zambrano (Eintracht Frankfurt) wins a free kick in the defensive half.","Free kick won",NA,"Away","Eintracht Frankfurt","FC Augsburg","carlos zambrano",NA,NA,NA,NA,NA,0,"Defensive half",NA,"None",NA,0
"80nnHOQS/","80nnHOQS22",22,33,"Foul by Nicolas de Preville (Reims).","Foul",NA,"Away","Stade de Reims","Lyon","nicolas de preville",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"C2YIAriS/","C2YIAriS5",5,3,"Attempt missed. Molla WaguA© (Udinese) header from the centre of the box is too high. Assisted by Guilherme with a cross following a set piece situation.","Attempt","Key Pass","Home","Udinese","Lazio","molla wague","guilherme",NA,NA,"Too high","Off target",0,"Centre of the box","head","Cross","Set piece",0
"MRSHoY88/","MRSHoY8860",60,80,"Attempt saved. Dame N'Doye (Sunderland) right footed shot from the left side of the box is saved in the centre of the goal. Assisted by Jan Kirchhoff.","Attempt","Key Pass","Away","Sunderland","West Ham","dame ndoye","jan kirchhoff",NA,NA,"Centre of the goal","On target",0,"Left side of the box","right foot","Pass","Open play",0
"fXjQtfkC/","fXjQtfkC13",13,15,"Foul by Danny Simpson (Leicester City).","Foul",NA,"Away","Leicester City","Liverpool","danny simpson",NA,NA,NA,NA,NA,0,NA,NA,"None",NA,0
"KhkKp4GO/","KhkKp4GO33",33,39,"Attempt missed. Neven Subotic (Borussia Dortmund) right footed shot from outside the box is high and wide to the right. Assisted by Henrikh Mkhitaryan.","Attempt","Key Pass","Away","Borussia Dortmund","Borussia Monchengladbach","neven subotic","henrikh mkhitaryan",NA,NA,"High and wide","Off target",0,"Outside the box","right foot","Pass","Open play",0
"nwWX6BkJ/","nwWX6BkJ5",5,13,"Papiss Demba Cisse (Newcastle United) wins a free kick on the right wing.","Free kick won",NA,"Home","Newcastle","Aston Villa","papiss demba cisse",NA,NA,NA,NA,NA,0,"Right wing",NA,"None",NA,0
